Touro_NAAB;Touro_Nome;Touro_TPI;Touro_NM$;Rank_no_Touro;Femea_NAAB;Femea_Num;Femea_Reg;Femea_TPI;Femea_NM$;NM$_PA;NM$_Corrigido;NM$_IC_Lower;NM$_IC_Upper;TPI_PA;F_Esperada_%;Depressao_$;P_Acima_Media_%;P_Top25_%;P_Top10_%;Complementaridade;Balanceamento;Score_Final;PA_MILK;PA_FAT;PA_PROT;PA_SCS;PA_DPR;PA_CCR;PA_PL;PA_LIV;PA_HCR;PA_EFC;PA_HLIV;PA_UDC;PA_FLC;PA_BWC;IC_Low_MILK;IC_High_MILK;IC_Low_FAT;IC_High_FAT;IC_Low_PROT;IC_High_PROT;Haplo_Conflitos;Beta_Caseina;Kappa_Caseina
007HO17220;Rosemary;3323;879;26;HOBRAC6735A204251;31;1088;1983;-273;303;208;-102;518;2653;3.98;-95;99.7;93.8;65.7;0.0;69.9;65.5;370.8;19.9;15.0;3.0;-0.6;0.9;0.3;0.9;0.7;-0.6;0.3;-0.5;-0.7;-0.7;-1390.6;2132.3;-47.4;87.2;-33.0;63.0;;xA2A2;xNoCall
007HO17220;Rosemary;3323;879;27;HOBRAC6735A204258;38;1111;2059;-290;294;199;-111;509;2691;3.98;-95;99.7;93.1;63.7;0.0;66.5;64.8;-76.7;33.4;12.5;3.0;-1.0;0.1;0.1;0.5;0.0;-0.2;0.3;-0.3;-0.3;0.2;-1838.1;1684.8;-33.9;100.7;-35.5;60.5;;xA1A2;xBE
007HO17220;Rosemary;3323;879;28;HOBRAC6735A204249;29;1108;2030;-374;252;157;-153;467;2676;3.98;-95;99.3;88.8;53.4;0.0;72.5;64.0;202.3;5.9;7.5;3.0;0.1;1.7;1.6;2.5;0.2;-1.7;0.5;0.1;0.0;-0.2;-1559.1;1963.8;-61.4;73.2;-40.5;55.5;;xA2A2;xAA
007HO17220;Rosemary;3323;879;29;HOBRAC6735A204228;8;1193;2246;-286;296;201;-109;511;2784;3.98;-95;99.7;93.3;64.2;0.0;56.7;63.6;550.8;34.4;23.5;2.9;-2.2;-0.9;0.3;0.2;0.2;1.0;0.8;-0.0;-0.1;0.7;-1210.6;2312.3;-32.9;101.7;-24.5;71.5;;xA1A2;xAB
007HO17220;Rosemary;3323;879;30;HOBRAC6735A204255;35;1180;1898;-362;258;163;-147;473;2610;3.98;-95;99.4;89.5;54.9;0.0;67.7;63.4;291.8;10.4;8.0;3.0;-0.1;1.5;0.7;1.9;1.0;-0.2;0.1;-0.6;-0.6;-0.4;-1469.6;2053.3;-56.9;77.7;-40.0;56.0;;xA1A2;xAE
007HO17220;Rosemary;3323;879;31;HOBRAC6735A204230;10;1105;2139;-430;224;129;-181;439;2731;3.98;-95;98.9;85.1;46.3;0.0;71.0;62.8;598.8;14.9;13.0;2.9;-0.5;1.1;0.6;-0.2;0.6;2.1;1.1;0.5;-0.1;0.7;-1162.6;2360.3;-52.4;82.2;-35.0;61.0;;xA2A2;xAB
007HO17220;Rosemary;3323;879;32;HOBRAC6735A204254;34;1187;1859;-373;253;158;-152;468;2591;3.98;-95;99.3;88.9;53.5;0.0;62.6;62.3;-179.2;21.9;8.5;3.0;-0.2;1.0;-0.1;1.8;1.2;-0.2;0.1;-1.0;-0.7;-0.5;-1940.6;1582.3;-45.4;89.2;-39.5;56.5;;xA2A2;xAB
007HO17220;Rosemary;3323;879;33;HOBRAC6735A204224;4;1189;1754;-391;244;149;-161;459;2538;3.98;-95;99.2;87.8;51.2;0.0;63.0;61.9;314.8;10.9;9.0;3.0;-0.6;0.8;0.4;1.8;-0.1;-0.8;0.3;-1.1;-0.9;-0.6;-1446.6;2076.3;-56.4;78.2;-39.0;57.0;;xA2A2;xAA
007HO17220;Rosemary;3323;879;34;HOBRAC6735A204263;43;1122;2027;-419;230;135;-175;445;2675;3.98;-95;99.0;85.9;47.7;0.0;56.7;60.8;809.8;14.9;20.5;3.1;-1.6;-0.1;-0.2;0.1;0.9;-0.6;0.0;0.2;-0.4;-0.2;-951.6;2571.3;-52.4;82.2;-27.5;68.5;;xA1A2;xBB
007HO17220;Rosemary;3323;879;35;HOBRAC6735A204222;2;1106;1985;-413;233;138;-172;448;2654;3.98;-95;99.1;86.3;48.4;0.0;55.9;60.7;33.8;15.4;11.5;3.0;-1.2;-0.3;-0.1;1.3;0.1;-2.7;0.7;0.1;-0.1;-0.4;-1727.6;1795.3;-51.9;82.7;-36.5;59.5;;xA1A2;xBE
007HO17220;Rosemary;3323;879;36;HOBRAC6735A204259;39;1117;1712;-478;200;105;-205;415;2518;3.98;-95;98.4;81.3;40.3;0.0;65.3;60.3;-46.2;7.4;6.5;3.0;0.2;1.2;0.4;1.8;-0.1;-1.8;0.3;-1.1;-0.8;-0.4;-1807.6;1715.3;-59.9;74.7;-41.5;54.5;;xA1A2;xBB
007HO17220;Rosemary;3323;879;37;HOBRAC6735A204223;3;1115;1814;-509;185;90;-220;400;2568;3.98;-95;98.0;78.5;36.6;0.0;64.9;59.7;157.3;9.9;6.0;2.9;0.0;1.1;0.3;1.6;-0.3;-1.0;0.2;-0.6;-0.5;0.2;-1604.1;1918.8;-57.4;77.2;-42.0;54.0;;xA2A2;xAA
007HO17220;Rosemary;3323;879;38;HOBRAC6735A204250;30;1093;1886;-515;182;87;-223;397;2604;3.98;-95;97.9;78.0;35.9;0.0;57.0;58.5;134.3;20.4;6.5;3.0;-1.4;-0.3;0.1;1.6;0.6;-0.8;0.7;-0.2;-0.0;0.2;-1627.1;1895.8;-46.9;87.7;-41.5;54.5;;xA2A2;xAA
007HO17220;Rosemary;3323;879;39;HOBRAC6735A204248;28;1099;1735;-546;166;71;-239;381;2529;3.98;-95;97.3;75.0;32.3;0.0;63.2;58.5;-184.2;12.9;3.5;3.0;0.0;1.4;-0.1;1.6;-0.2;-0.2;0.2;-1.1;-0.7;-0.1;-1945.6;1577.3;-54.4;80.2;-44.5;51.5;;xA2A2;xAA
007HO17220;Rosemary;3323;879;40;HOBRAC6735A204257;37;1175;1558;-531;174;79;-231;389;2440;3.98;-95;97.6;76.5;34.0;0.0;58.6;57.9;-127.2;6.4;5.0;3.0;-0.4;0.4;-0.1;2.3;-1.1;-1.7;0.0;-1.4;-1.1;-0.5;-1888.6;1634.3;-60.9;73.7;-43.0;53.0;;xNoCall;xAB
007HO17220;Rosemary;3323;879;41;HOBRAC6735A204252;32;1094;1688;-506;186;91;-219;401;2506;3.98;-95;98.0;78.8;37.0;0.0;51.7;57.7;534.3;20.4;15.0;3.1;-2.2;-0.5;-0.6;-0.1;-0.1;0.2;0.5;-1.2;-0.9;-0.5;-1227.1;2295.8;-46.9;87.7;-33.0;63.0;;xA2A2;xAA
007HO17220;Rosemary;3323;879;42;HOBRAC6735A204233;13;1096;1621;-649;115;20;-290;330;2472;3.98;-95;94.6;63.6;21.6;0.0;59.7;55.3;-201.7;6.9;-1.5;3.0;-0.2;0.9;-0.2;1.8;-0.6;-1.6;0.2;-0.7;-0.6;-0.2;-1963.1;1559.8;-60.4;74.2;-49.5;46.5;;xA2A2;xAA
007HO17220;Rosemary;3323;879;43;HOBRAC6735A204253;33;1095;1532;-648;116;20;-290;330;2428;3.98;-95;94.6;63.7;21.7;0.0;57.3;54.8;-426.2;6.4;-5.0;3.0;-0.5;0.4;-0.1;2.0;-0.4;-1.5;0.2;-0.9;-0.9;-0.5;-2187.6;1335.3;-60.9;73.7;-53.0;43.0;;xA2A2;xAA
007HO17220;Rosemary;3323;879;44;HOBRAC6735A204237;17;1097;1477;-739;70;-25;-335;285;2400;3.98;-95;90.6;52.5;14.2;0.0;58.1;52.5;-539.2;6.4;-3.5;3.0;0.1;0.9;-0.6;1.9;-1.1;-2.1;0.0;-1.2;-0.8;-0.1;-2300.6;1222.3;-60.9;73.7;-51.5;44.5;;xA2A2;xAA
007HO17220;Rosemary;3323;879;45;HOBRAC6735A204231;11;1196;1335;-775;52;-43;-353;267;2329;3.98;-95;88.6;48.0;11.8;0.0;55.2;50.9;99.3;-3.1;-2.5;3.0;-0.3;0.5;-0.8;1.4;-0.4;-1.9;0.0;-1.5;-1.1;-0.3;-1662.1;1860.8;-70.4;64.2;-50.5;45.5;;xA2A2;xAA
007HO17220;Rosemary;3323;879;46;HOBRAC6735A204235;15;1100;1368;-812;34;-62;-372;248;2346;3.98;-95;86.2;43.3;9.7;0.0;49.0;49.1;-241.2;7.4;-3.5;3.1;-1.2;-0.2;-1.3;0.7;-1.4;-2.2;0.0;-1.1;-1.0;-0.6;-2002.6;1520.3;-59.9;74.7;-51.5;44.5;;xA2A2;xAA
007HO17537;Shimmy;3247;815;1;HOBRAC6735A204234;14;1186;2704;353;584;489;179;799;2976;3.98;-95;100.0;100.0;98.5;0.0;68.6;74.4;991.8;36.9;41.0;3.0;-1.4;0.1;1.4;0.0;1.8;3.5;0.2;-0.0;-0.0;-0.9;-769.6;2753.3;-30.4;104.2;-7.0;89.0;;xA2A2;xAB
007HO17537;Shimmy;3247;815;2;HOBRAC6735A204243;23;1102;2610;269;542;447;137;757;2928;3.98;-95;100.0;99.9;97.2;0.0;76.2;74.3;446.8;39.4;20.0;3.0;-0.3;1.4;1.7;1.6;2.1;2.8;0.4;0.4;0.1;-0.5;-1314.6;2208.3;-27.9;106.7;-28.0;68.0;;xA1A2;xBB
007HO17537;Shimmy;3247;815;3;HOBRAC6735A204261;41;1121;2552;256;536;440;130;750;2900;3.98;-95;100.0;99.9;97.0;0.0;72.0;73.4;391.3;54.4;26.5;3.0;-1.2;0.5;0.7;0.9;2.3;3.2;-0.1;-0.4;-0.3;-0.0;-1370.1;2152.8;-12.9;121.7;-21.5;74.5;;xA2A2;xBB
007HO17537;Shimmy;3247;815;4;HOBRAC6735A204240;20;1104;2560;215;515;420;110;730;2904;3.98;-95;100.0;99.8;95.9;0.0;74.2;73.2;766.8;44.9;26.0;3.1;-0.9;0.9;0.7;1.3;1.2;2.8;0.3;0.0;0.1;-0.3;-994.6;2528.3;-22.4;112.2;-22.0;74.0;;xA2A2;xAB
007HO17537;Shimmy;3247;815;5;HOBRAC6735A204260;40;1118;2444;196;506;410;100;720;2846;3.98;-95;100.0;99.8;95.4;0.0;74.2;72.7;236.3;38.4;24.5;3.0;-0.4;1.1;1.1;1.2;1.9;3.3;0.1;-0.6;-0.4;-0.6;-1525.1;1997.8;-28.9;105.7;-23.5;72.5;;xA2A2;xBB
007HO17537;Shimmy;3247;815;6;HOBRAC6735A204242;22;1200;2606;223;519;424;114;734;2926;3.98;-95;100.0;99.8;96.2;0.0;68.2;72.5;726.8;29.4;24.5;2.9;-1.1;0.2;2.2;0.8;1.2;3.9;0.2;0.4;0.6;-0.7;-1034.6;2488.3;-37.9;96.7;-23.5;72.5;;xA2A2;xBB
007HO17537;Shimmy;3247;815;7;HOBRAC6735A204225;5;1086;2488;134;474;379;69;689;2868;3.98;-95;100.0;99.6;93.2;0.0;71.2;71.5;597.3;29.9;26.0;2.9;-0.9;0.9;1.7;0.4;1.8;2.3;0.0;0.3;-0.5;-0.8;-1164.1;2358.8;-37.4;97.2;-22.0;74.0;;xA2A2;xAA
007HO17537;Shimmy;3247;815;8;HOBRAC6735A204221;1;1087;2494;93;454;359;49;669;2870;3.98;-95;100.0;99.4;91.3;0.0;71.4;71.0;1102.8;29.9;30.5;3.0;-0.8;0.5;1.4;0.1;0.8;3.1;-0.1;0.1;0.0;-0.2;-658.6;2864.3;-37.4;97.2;-17.5;78.5;;xA1A2;xAB
007HO17537;Shimmy;3247;815;9;HOBRAC6735A204241;21;1109;2451;-48;384;288;-22;598;2849;3.98;-95;100.0;98.0;81.9;0.0;77.1;69.7;1077.8;13.4;25.5;3.0;0.3;1.6;1.3;0.7;1.8;3.9;0.4;0.2;0.3;-0.3;-683.6;2839.3;-53.9;80.7;-22.5;73.5;;xA2A2;xAB
007HO17537;Shimmy;3247;815;10;HOBRAC6735A204246;26;1083;2256;52;434;338;28;648;2752;3.98;-95;100.0;99.1;89.0;0.0;67.0;69.4;427.3;24.4;20.0;3.0;-1.2;0.5;0.5;0.1;1.3;2.9;0.4;-0.3;-0.1;-1.1;-1334.1;2188.8;-42.9;91.7;-28.0;68.0;;xA2A2;xAB
007HO17537;Shimmy;3247;815;11;HOBRAC6735A204264;44;1120;2364;68;442;346;36;656;2806;3.98;-95;100.0;99.2;90.0;0.0;57.6;68.4;295.3;47.4;25.5;3.1;-1.8;-0.3;-0.3;0.1;1.0;1.6;-0.1;-0.3;-0.3;-0.3;-1466.1;2056.8;-19.9;114.7;-22.5;73.5;;xA2A2;xAB
007HO17537;Shimmy;3247;815;12;HOBRAC6735A204266;46;1113;2208;-76;370;274;-36;584;2728;3.98;-95;99.9;97.5;79.5;0.0;68.7;67.7;355.8;22.4;20.0;3.0;-0.7;0.5;0.2;1.3;0.5;1.4;-0.1;-0.4;-0.3;-0.4;-1405.6;2117.3;-44.9;89.7;-28.0;68.0;;xA2A2;xAB
007HO17537;Shimmy;3247;815;13;HOBRAC6735A204262;42;1116;2188;-118;348;253;-57;563;2718;3.98;-95;99.9;96.6;75.5;0.0;68.2;66.9;22.3;25.4;16.0;3.0;-0.6;0.4;0.1;0.6;0.6;1.3;-0.1;-0.2;-0.3;-0.6;-1739.1;1783.8;-41.9;92.7;-32.0;64.0;;xA2A2;xAB
007HO17537;Shimmy;3247;815;14;HOBRAC6735A204247;27;1114;2214;-69;373;278;-32;588;2730;3.98;-95;99.9;97.6;80.1;0.0;62.4;66.8;876.3;25.9;21.5;3.0;-1.4;-0.2;0.6;-0.3;0.1;1.9;-0.1;-0.3;-0.3;-0.2;-885.1;2637.8;-41.4;93.2;-26.5;69.5;;xA2A2;xAA
007HO17537;Shimmy;3247;815;15;HOBRAC6735A204245;25;1091;2172;-131;342;247;-63;557;2710;3.98;-95;99.9;96.3;74.2;0.0;66.8;66.5;868.8;9.4;19.0;3.1;-0.7;0.1;0.8;0.3;0.5;1.9;0.1;0.1;-0.0;-0.7;-892.6;2630.3;-57.9;76.7;-29.0;67.0;;xA2A2;xAB
007HO17537;Shimmy;3247;815;16;HOBRAC6735A204256;36;1169;2158;-124;346;250;-60;560;2702;3.98;-95;99.9;96.5;74.9;0.0;65.9;66.4;632.3;5.4;22.5;3.0;-0.7;0.5;1.2;0.8;0.3;2.9;0.1;-0.3;-0.4;-0.8;-1129.1;2393.8;-61.9;72.7;-25.5;70.5;;xA2A2;xBB
007HO17537;Shimmy;3247;815;17;HOBRAC6735A204238;18;1110;2290;-147;334;239;-71;549;2768;3.98;-95;99.9;95.8;72.6;0.0;62.7;65.8;1117.8;13.4;27.0;3.0;-1.1;0.0;0.6;-0.8;0.8;3.5;0.2;0.3;-0.2;-0.2;-643.6;2879.3;-53.9;80.7;-21.0;75.0;;xA1A2;xAB
007HO17537;Shimmy;3247;815;18;HOBRAC6735A204236;16;1082;2158;-128;344;248;-62;558;2702;3.98;-95;99.9;96.4;74.5;0.0;61.1;65.6;476.3;17.9;21.0;3.0;-1.1;-0.2;0.6;0.1;-0.1;1.4;0.1;-0.3;-0.1;-0.5;-1285.1;2237.8;-49.4;85.2;-27.0;69.0;;xA2A2;xBB
007HO17537;Shimmy;3247;815;19;HOBRAC6735A204227;7;1103;2200;-121;347;252;-58;562;2724;3.98;-95;99.9;96.5;75.2;0.0;56.9;65.2;100.8;33.4;17.5;3.0;-1.5;-0.3;-0.2;0.6;0.3;0.9;-0.0;-0.3;-0.3;-0.1;-1660.6;1862.3;-33.9;100.7;-30.5;65.5;;xA2A2;xAB
007HO17537;Shimmy;3247;815;20;HOBRAC6735A204265;45;1123;2232;-168;324;228;-82;538;2740;3.98;-95;99.8;95.2;70.3;0.0;60.5;65.0;897.3;14.4;22.5;3.1;-1.2;0.1;0.3;0.1;0.6;2.3;0.1;0.2;0.1;-0.9;-864.1;2658.8;-52.9;81.7;-25.5;70.5;;xA2A2;xAA
007HO17537;Shimmy;3247;815;21;HOBRAC6735A204244;24;1081;2195;-161;327;232;-78;542;2721;3.98;-95;99.8;95.4;71.1;0.0;57.9;64.7;610.8;19.4;21.5;3.0;-1.4;-0.4;0.1;-0.8;0.2;2.4;0.3;-0.2;0.0;-0.1;-1150.6;2372.3;-47.9;86.7;-26.5;69.5;;xA2A2;xNoCall
007HO17537;Shimmy;3247;815;22;HOBRAC6735A204229;9;1194;2216;-231;292;197;-113;507;2732;3.98;-95;99.7;92.9;63.1;0.0;63.9;64.4;321.8;14.4;20.5;3.0;-0.5;1.0;0.3;-0.2;3.2;3.6;-0.1;-0.4;-0.1;-0.3;-1439.6;2083.3;-52.9;81.7;-27.5;68.5;;xA2A2;xAB
007HO17537;Shimmy;3247;815;23;HOBRAC6735A204226;6;1107;2249;-225;295;200;-110;510;2748;3.98;-95;99.7;93.1;63.8;0.0;60.3;64.0;410.8;15.4;20.5;3.1;-1.0;0.1;0.3;-0.5;0.8;2.5;0.2;0.3;0.2;0.1;-1350.6;2172.3;-51.9;82.7;-27.5;68.5;;xA1A2;xAE
007HO17537;Shimmy;3247;815;24;HOBRAC6735A204239;19;1112;2071;-272;272;176;-134;486;2659;3.98;-95;99.5;90.9;58.1;0.0;66.2;63.8;1053.8;5.9;21.5;3.0;-1.0;0.2;0.3;-1.0;0.4;1.6;-0.2;-0.2;-0.2;-0.4;-707.6;2815.3;-61.4;73.2;-26.5;69.5;;xA2A2;xBB
007HO17537;Shimmy;3247;815;25;HOBRAC6735A204232;12;1089;2056;-286;264;169;-141;479;2652;3.98;-95;99.5;90.2;56.4;0.0;62.9;63.0;639.3;7.9;17.0;3.0;-0.7;0.6;0.4;0.2;0.9;2.1;-0.1;-0.5;-0.1;-0.3;-1122.1;2400.8;-59.4;75.2;-31.0;65.0;;xA2A2;xAB
007HO17537;Shimmy;3247;815;26;HOBRAC6735A204251;31;1088;1983;-273;271;176;-134;486;2615;3.98;-95;99.5;90.9;58.0;0.0;56.8;62.2;450.8;11.4;16.0;3.1;-1.1;0.1;-0.3;-0.2;1.1;1.1;-0.1;-0.5;-0.5;-0.9;-1310.6;2212.3;-55.9;78.7;-32.0;64.0;;xA2A2;xNoCall
007HO17537;Shimmy;3247;815;27;HOBRAC6735A204249;29;1108;2030;-374;220;125;-185;435;2638;3.98;-95;98.8;84.5;45.3;0.0;65.2;61.5;282.3;-2.6;8.5;3.0;-0.4;0.9;1.0;1.4;0.6;-0.0;0.1;0.1;0.2;-0.5;-1479.1;2043.8;-69.9;64.7;-39.5;56.5;;xA2A2;xAA
007HO17537;Shimmy;3247;815;28;HOBRAC6735A204258;38;1111;2059;-290;262;167;-143;477;2653;3.98;-95;99.4;90.0;55.9;0.0;53.1;61.5;3.3;24.9;13.5;3.0;-1.4;-0.8;-0.5;-0.7;0.4;1.5;-0.1;-0.3;-0.0;-0.0;-1758.1;1764.8;-42.4;92.2;-34.5;61.5;;xA1A2;xBE
007HO17537;Shimmy;3247;815;29;HOBRAC6735A204228;8;1193;2246;-286;264;169;-141;479;2746;3.98;-95;99.5;90.2;56.4;0.0;49.5;61.3;630.8;25.9;24.5;2.9;-2.6;-1.7;-0.3;-1.0;0.5;2.7;0.4;0.0;0.2;0.5;-1130.6;2392.3;-41.4;93.2;-23.5;72.5;;xA1A2;xAB
007HO17537;Shimmy;3247;815;30;HOBRAC6735A204255;35;1180;1898;-362;226;131;-179;441;2572;3.98;-95;99.0;85.4;46.8;0.0;60.5;60.9;371.8;1.9;9.0;3.0;-0.6;0.7;0.1;0.7;1.4;1.5;-0.3;-0.6;-0.4;-0.7;-1389.6;2133.3;-65.4;69.2;-39.0;57.0;;xA1A2;xAE
007HO17537;Shimmy;3247;815;31;HOBRAC6735A204254;34;1187;1859;-373;221;126;-184;436;2553;3.98;-95;98.9;84.6;45.4;0.0;55.3;59.8;-99.2;13.4;9.5;3.1;-0.7;0.2;-0.7;0.7;1.6;1.5;-0.3;-0.9;-0.5;-0.7;-1860.6;1662.3;-53.9;80.7;-38.5;57.5;;xA2A2;xAB
007HO17537;Shimmy;3247;815;32;HOBRAC6735A204230;10;1105;2139;-430;192;97;-213;407;2693;3.98;-95;98.2;79.9;38.4;0.0;59.1;59.6;678.8;6.4;14.0;3.0;-1.0;0.3;-0.0;-1.3;1.0;3.8;0.7;0.5;0.1;0.4;-1082.6;2440.3;-60.9;73.7;-34.0;62.0;;xA2A2;xAB
007HO17537;Shimmy;3247;815;33;HOBRAC6735A204224;4;1189;1754;-391;212;117;-193;427;2500;3.98;-95;98.7;83.2;43.2;0.0;55.7;59.4;394.8;2.4;10.0;3.1;-1.0;-0.1;-0.2;0.6;0.3;0.9;-0.0;-1.1;-0.7;-0.9;-1366.6;2156.3;-64.9;69.7;-38.0;58.0;;xA2A2;xAA
007HO17537;Shimmy;3247;815;34;HOBRAC6735A204263;43;1122;2027;-419;198;103;-207;413;2637;3.98;-95;98.3;80.9;39.7;0.0;49.5;58.2;889.8;6.4;21.5;3.2;-2.0;-0.9;-0.8;-1.0;1.2;1.1;-0.3;0.2;-0.2;-0.5;-871.6;2651.3;-60.9;73.7;-26.5;69.5;;xA1A2;xBB
007HO17537;Shimmy;3247;815;35;HOBRAC6735A204222;2;1106;1985;-413;201;106;-204;416;2616;3.98;-95;98.4;81.4;40.5;0.0;48.6;58.2;113.8;6.9;12.5;3.0;-1.6;-1.1;-0.7;0.2;0.4;-1.0;0.2;0.1;0.2;-0.7;-1647.6;1875.3;-60.4;74.2;-35.5;60.5;;xA1A2;xBE
007HO17537;Shimmy;3247;815;36;HOBRAC6735A204259;39;1117;1712;-478;168;73;-237;383;2480;3.98;-95;97.4;75.4;32.7;0.0;58.1;57.7;33.8;-1.1;7.5;3.1;-0.3;0.5;-0.2;0.7;0.3;-0.1;-0.1;-1.1;-0.6;-0.6;-1727.6;1795.3;-68.4;66.2;-40.5;55.5;;xA1A2;xBB
007HO17537;Shimmy;3247;815;37;HOBRAC6735A204223;3;1115;1814;-509;153;58;-252;368;2530;3.98;-95;96.7;72.2;29.3;0.0;57.7;57.0;237.3;1.4;7.0;3.0;-0.4;0.3;-0.3;0.5;0.1;0.7;-0.2;-0.6;-0.3;-0.1;-1524.1;1998.8;-65.9;68.7;-41.0;55.0;;xA2A2;xAA
