Rank;Touro_NAAB;Touro_Nome;Touro_TPI;Touro_NM$;Femea_NAAB;Femea_Num;Femea_Reg;Femea_TPI;Femea_NM$;NM$_PA;NM$_Corrigido;NM$_IC_Lower;NM$_IC_Upper;TPI_PA;F_Esperada_%;Depressao_$;P_Acima_Media_%;P_Top25_%;P_Top10_%;Complementaridade;Balanceamento;Score_Final;Haplo_Conflitos;Beta_Caseina;Kappa_Caseina;Casein_Score;PA_MILK;IC_Low_MILK;IC_High_MILK;PA_FAT;IC_Low_FAT;IC_High_FAT;PA_PROT;IC_Low_PROT;IC_High_PROT;PA_SCS;IC_Low_SCS;IC_High_SCS;PA_PL;IC_Low_PL;IC_High_PL;PA_LIV;IC_Low_LIV;IC_High_LIV;PA_DPR;IC_Low_DPR;IC_High_DPR;PA_CCR;IC_Low_CCR;IC_High_CCR;PA_HCR;IC_Low_HCR;IC_High_HCR;PA_EFC;IC_Low_EFC;IC_High_EFC;PA_HLIV;IC_Low_HLIV;IC_High_HLIV;PA_UDC;IC_Low_UDC;IC_High_UDC;PA_FLC;IC_Low_FLC;IC_High_FLC;PA_BWC;IC_Low_BWC;IC_High_BWC
156;007HO17220;Rosemary;3323;879;HOBRAC6735A204232;12;1089;2056;-286;296;201;-109;511;2690;3.98;-95;99.7;93.3;64.2;0.0;73.1;65.8;;xA2A2;xAB;0;559.3;-1202.1;2320.8;16.4;-50.9;83.7;16.0;-32.0;64.0;2.9;2.6;3.2;1.0;-1.8;3.8;1.4;-0.7;3.4;-0.2;-2.4;2.0;1.4;-1.2;4.0;0.6;-1.9;3.0;0.4;-8.1;8.9;0.3;-1.1;1.7;-0.5;-1.8;0.8;-0.4;-1.5;0.8;-0.1;-1.7;1.5
157;007HO17537;Shimmy;3247;815;HOBRAC6735A204238;18;1110;2290;-147;334;239;-71;549;2768;3.98;-95;99.9;95.8;72.6;0.0;62.7;65.8;;xA1A2;xAB;0;1117.8;-643.6;2879.3;13.4;-53.9;80.7;27.0;-21.0;75.0;3.0;2.7;3.3;0.6;-2.2;3.4;-0.8;-2.9;1.2;-1.1;-3.3;1.1;0.0;-2.6;2.6;0.8;-1.6;3.3;3.5;-5.0;12.0;0.2;-1.1;1.6;0.3;-1.0;1.6;-0.2;-1.3;1.0;-0.2;-1.8;1.4
158;007HO17697;POwered;3337;1026;HOBRAC6735A204230;10;1105;2139;-430;298;203;-107;513;2738;3.98;-95;99.7;93.4;64.5;0.0;70.8;65.7;;xA2A2;xAB;0;845.8;-915.6;2607.3;21.9;-45.4;89.2;14.5;-33.5;62.5;3.0;2.7;3.2;0.7;-2.2;3.5;-0.8;-2.9;1.3;-0.9;-3.0;1.3;0.9;-1.6;3.5;0.0;-2.4;2.5;3.2;-5.3;11.7;0.7;-0.7;2.1;0.2;-1.1;1.5;-0.3;-1.4;0.9;0.5;-1.1;2.2
159;007HO17537;Shimmy;3247;815;HOBRAC6735A204236;16;1082;2158;-128;344;248;-62;558;2702;3.98;-95;99.9;96.4;74.5;0.0;61.1;65.6;;xA2A2;xBB;0;476.3;-1285.1;2237.8;17.9;-49.4;85.2;21.0;-27.0;69.0;3.0;2.7;3.3;0.6;-2.2;3.4;0.1;-2.0;2.1;-1.1;-3.3;1.1;-0.2;-2.8;2.3;-0.1;-2.5;2.3;1.4;-7.1;9.9;0.1;-1.3;1.4;-0.3;-1.6;1.0;-0.1;-1.3;1.0;-0.5;-2.1;1.2
160;007HO17220;Rosemary;3323;879;HOBRAC6735A204251;31;1088;1983;-273;303;208;-102;518;2653;3.98;-95;99.7;93.8;65.7;0.0;69.9;65.5;;xA2A2;xNoCall;0;370.8;-1390.6;2132.3;19.9;-47.4;87.2;15.0;-33.0;63.0;3.0;2.7;3.3;0.3;-2.6;3.1;0.9;-1.1;3.0;-0.6;-2.8;1.6;0.9;-1.7;3.5;0.7;-1.7;3.1;-0.6;-9.1;7.9;0.3;-1.1;1.7;-0.5;-1.8;0.8;-0.7;-1.8;0.5;-0.7;-2.3;0.9
161;007HO17686;Commander;3457;1141;HOBRAC6735A204233;13;1096;1621;-649;246;151;-159;461;2539;3.98;-95;99.3;88.0;51.7;0.0;56.1;65.4;;A2A2xA2A2=100%A2A2;AAxAA;3;195.3;-1566.1;1956.8;27.4;-39.9;94.7;11.0;-37.0;59.0;3.1;2.8;3.4;-0.7;-3.6;2.1;-0.1;-2.1;2.0;-1.2;-3.3;1.0;0.2;-2.4;2.7;-0.8;-3.2;1.7;-1.1;-9.7;7.4;-0.0;-1.4;1.3;-1.1;-2.4;0.2;-0.5;-1.7;0.6;-0.7;-2.4;0.9
162;007HO17697;POwered;3337;1026;HOBRAC6735A204224;4;1189;1754;-391;318;222;-88;532;2546;3.98;-95;99.8;94.8;69.0;0.0;67.8;65.3;;xA2A2;xAA;0;561.8;-1199.6;2323.3;17.9;-49.4;85.2;10.5;-37.5;58.5;3.0;2.7;3.3;0.5;-2.4;3.3;1.1;-0.9;3.2;-0.9;-3.1;1.3;0.5;-2.0;3.1;-0.6;-3.1;1.8;0.2;-8.3;8.8;0.0;-1.4;1.4;-1.4;-2.7;-0.1;-1.1;-2.2;0.1;-0.8;-2.4;0.8
163;522HO04563;Hendricks;3062;488;HOBRAC6735A204256;36;1169;2158;-124;182;87;-223;397;2610;3.98;-95;97.9;78.0;35.9;0.0;61.5;65.2;;A2A2xA2A2=100%A2A2;ABxBB=50%BB;4;713.8;-1047.6;2475.3;-8.6;-75.9;58.7;20.5;-27.5;68.5;2.9;2.6;3.2;1.1;-1.8;3.9;0.0;-2.1;2.1;-1.1;-3.3;1.1;0.2;-2.4;2.7;-1.4;-3.8;1.1;2.0;-6.5;10.5;0.0;-1.4;1.4;-0.1;-1.4;1.2;-0.7;-1.9;0.4;-0.4;-2.0;1.2
164;007HO17537;Shimmy;3247;815;HOBRAC6735A204227;7;1103;2200;-121;347;252;-58;562;2724;3.98;-95;99.9;96.5;75.2;0.0;56.9;65.2;;xA2A2;xAB;0;100.8;-1660.6;1862.3;33.4;-33.9;100.7;17.5;-30.5;65.5;3.0;2.7;3.3;-0.2;-3.1;2.6;0.6;-1.5;2.6;-1.5;-3.6;0.7;-0.3;-2.9;2.3;0.3;-2.1;2.7;0.9;-7.6;9.5;-0.0;-1.4;1.3;-0.3;-1.6;1.0;-0.3;-1.4;0.9;-0.1;-1.7;1.5
165;007HO17593;Betzold;3422;1043;HOBRAC6735A204222;2;1106;1985;-413;315;220;-90;530;2704;3.98;-95;99.8;94.7;68.4;0.0;54.2;65.2;;A2A2xA1A2=50%A2A2;BBxBE;1;494.8;-1266.6;2256.3;19.9;-47.4;87.2;18.5;-29.5;66.5;3.0;2.7;3.3;-0.4;-3.3;2.4;0.6;-1.5;2.6;-1.7;-3.8;0.5;-0.5;-3.0;2.1;0.4;-2.1;2.8;-1.1;-9.6;7.5;0.0;-1.4;1.4;-0.2;-1.5;1.1;0.0;-1.1;1.2;-0.8;-2.4;0.8
166;007HO17593;Betzold;3422;1043;HOBRAC6735A204233;13;1096;1621;-649;197;102;-208;412;2522;3.98;-95;98.3;80.7;39.5;0.0;58.1;65.1;;A2A2xA2A2=100%A2A2;BBxAA=100%AB;4;259.3;-1502.1;2020.8;11.4;-55.9;78.7;5.5;-42.5;53.5;3.0;2.7;3.3;-0.5;-3.4;2.3;1.0;-1.1;3.1;-0.7;-2.9;1.5;0.7;-1.9;3.3;-0.2;-2.7;2.2;0.0;-8.5;8.5;-0.4;-1.8;0.9;-1.0;-2.3;0.3;-0.5;-1.7;0.6;-0.5;-2.1;1.1
167;007HO17537;Shimmy;3247;815;HOBRAC6735A204265;45;1123;2232;-168;324;228;-82;538;2740;3.98;-95;99.8;95.2;70.3;0.0;60.5;65.0;;xA2A2;xAA;0;897.3;-864.1;2658.8;14.4;-52.9;81.7;22.5;-25.5;70.5;3.1;2.8;3.4;0.3;-2.6;3.1;0.1;-2.0;2.1;-1.2;-3.4;1.0;0.1;-2.5;2.6;0.6;-1.8;3.0;2.3;-6.2;10.8;0.1;-1.3;1.4;0.2;-1.1;1.5;0.1;-1.1;1.2;-0.9;-2.6;0.7
168;007HO17686;Commander;3457;1141;HOBRAC6735A204253;33;1095;1532;-648;246;151;-159;461;2494;3.98;-95;99.3;88.1;51.8;0.0;53.8;65.0;;A2A2xA2A2=100%A2A2;AAxAA;3;-29.2;-1790.6;1732.3;26.9;-40.4;94.2;7.5;-40.5;55.5;3.1;2.8;3.4;-0.6;-3.5;2.2;0.2;-1.8;2.3;-1.5;-3.6;0.7;-0.3;-2.9;2.2;-0.6;-3.0;1.8;-1.0;-9.6;7.5;0.0;-1.4;1.4;-1.3;-2.6;-0.0;-0.8;-2.0;0.4;-1.1;-2.7;0.6
169;007HO17220;Rosemary;3323;879;HOBRAC6735A204258;38;1111;2059;-290;294;199;-111;509;2691;3.98;-95;99.7;93.1;63.7;0.0;66.5;64.8;;xA1A2;xBE;0;-76.7;-1838.1;1684.8;33.4;-33.9;100.7;12.5;-35.5;60.5;3.0;2.7;3.3;0.1;-2.8;2.9;0.5;-1.6;2.6;-1.0;-3.1;1.2;0.1;-2.5;2.6;0.0;-2.4;2.4;-0.2;-8.7;8.3;0.3;-1.1;1.7;-0.3;-1.6;1.0;-0.3;-1.4;0.9;0.2;-1.4;1.8
170;007HO17537;Shimmy;3247;815;HOBRAC6735A204244;24;1081;2195;-161;327;232;-78;542;2721;3.98;-95;99.8;95.4;71.1;0.0;57.9;64.7;;xA2A2;xNoCall;0;610.8;-1150.6;2372.3;19.4;-47.9;86.7;21.5;-26.5;69.5;3.0;2.7;3.3;0.1;-2.7;2.9;-0.8;-2.8;1.3;-1.4;-3.6;0.8;-0.4;-3.0;2.2;0.2;-2.2;2.6;2.4;-6.1;10.9;0.3;-1.1;1.7;-0.2;-1.5;1.1;0.0;-1.1;1.2;-0.1;-1.7;1.6
171;007HO17593;Betzold;3422;1043;HOBRAC6735A204253;33;1095;1532;-648;198;102;-208;412;2477;3.98;-95;98.3;80.8;39.6;0.0;55.7;64.7;;A2A2xA2A2=100%A2A2;BBxAA=100%AB;4;34.8;-1726.6;1796.3;10.9;-56.4;78.2;2.0;-46.0;50.0;3.0;2.7;3.3;-0.4;-3.3;2.4;1.3;-0.8;3.4;-1.0;-3.2;1.2;0.2;-2.4;2.8;-0.1;-2.5;2.3;0.1;-8.4;8.6;-0.4;-1.8;1.0;-1.2;-2.5;0.1;-0.8;-2.0;0.4;-0.9;-2.5;0.8
172;522HO04563;Hendricks;3062;488;HOBRAC6735A204247;27;1114;2214;-69;210;114;-196;424;2638;3.98;-95;98.6;82.8;42.6;0.0;57.9;64.5;;A2A2xA2A2=100%A2A2;ABxAA;3;957.8;-803.6;2719.3;11.9;-55.4;79.2;19.5;-28.5;67.5;2.9;2.6;3.2;0.5;-2.4;3.3;-1.1;-3.2;1.0;-1.8;-4.0;0.4;-0.5;-3.1;2.1;-1.6;-4.0;0.9;1.1;-7.4;9.6;-0.2;-1.6;1.2;-0.0;-1.3;1.3;-0.7;-1.8;0.5;0.2;-1.5;1.8
173;007HO17537;Shimmy;3247;815;HOBRAC6735A204229;9;1194;2216;-231;292;197;-113;507;2732;3.98;-95;99.7;92.9;63.1;0.0;63.9;64.4;;xA2A2;xAB;0;321.8;-1439.6;2083.3;14.4;-52.9;81.7;20.5;-27.5;68.5;3.0;2.7;3.3;0.3;-2.6;3.1;-0.2;-2.3;1.9;-0.5;-2.6;1.7;1.0;-1.6;3.6;3.2;0.8;5.7;3.6;-4.9;12.2;-0.1;-1.5;1.3;-0.4;-1.7;0.9;-0.1;-1.3;1.0;-0.3;-1.9;1.3
174;007HO17686;Commander;3457;1141;HOBRAC6735A204258;38;1111;2059;-290;426;330;20;640;2758;3.98;-95;100.0;99.0;88.1;0.0;25.1;64.4;;A2A2xA1A2=50%A2A2;AAxBE;1;320.3;-1441.1;2081.8;53.9;-13.4;121.2;25.0;-23.0;73.0;3.1;2.8;3.4;-0.4;-3.3;2.4;-1.3;-3.4;0.8;-1.9;-4.1;0.3;-0.7;-3.2;1.9;-0.2;-2.6;2.2;0.2;-8.3;8.8;0.0;-1.3;1.4;-0.7;-2.0;0.6;-0.2;-1.3;1.0;-0.3;-2.0;1.3
175;522HO04563;Hendricks;3062;488;HOBRAC6735A204236;16;1082;2158;-128;180;85;-225;395;2610;3.98;-95;97.8;77.6;35.4;0.0;56.6;64.4;;A2A2xA2A2=100%A2A2;ABxBB=50%BB;4;557.8;-1203.6;2319.3;3.9;-63.4;71.2;19.0;-29.0;67.0;2.9;2.6;3.2;0.5;-2.4;3.3;-0.8;-2.8;1.3;-1.6;-3.7;0.6;-0.6;-3.1;2.0;-1.8;-4.2;0.6;0.5;-8.0;9.1;0.0;-1.4;1.4;-0.1;-1.4;1.2;-0.5;-1.7;0.7;-0.1;-1.7;1.5
176;522HO04563;Hendricks;3062;488;HOBRAC6735A204266;46;1113;2208;-76;206;111;-199;421;2635;3.98;-95;98.5;82.2;41.7;0.0;58.1;64.4;;A2A2xA2A2=100%A2A2;ABxAB;3;437.3;-1324.1;2198.8;8.4;-58.9;75.7;18.0;-30.0;66.0;3.0;2.7;3.3;0.0;-2.8;2.8;0.5;-1.6;2.6;-1.1;-3.3;1.1;0.2;-2.4;2.8;-1.1;-3.6;1.3;0.5;-8.0;9.1;-0.2;-1.5;1.2;-0.1;-1.4;1.2;-0.7;-1.9;0.5;0.0;-1.6;1.6
177;007HO17220;Rosemary;3323;879;HOBRAC6735A204249;29;1108;2030;-374;252;157;-153;467;2676;3.98;-95;99.3;88.8;53.4;0.0;72.5;64.0;;xA2A2;xAA;0;202.3;-1559.1;1963.8;5.9;-61.4;73.2;7.5;-40.5;55.5;3.0;2.7;3.3;1.6;-1.2;4.4;2.5;0.4;4.6;0.1;-2.1;2.3;1.7;-0.9;4.3;0.2;-2.2;2.6;-1.7;-10.3;6.8;0.5;-0.9;1.9;0.1;-1.2;1.4;0.0;-1.2;1.2;-0.2;-1.8;1.4
178;007HO17537;Shimmy;3247;815;HOBRAC6735A204226;6;1107;2249;-225;295;200;-110;510;2748;3.98;-95;99.7;93.1;63.8;0.0;60.3;64.0;;xA1A2;xAE;0;410.8;-1350.6;2172.3;15.4;-51.9;82.7;20.5;-27.5;68.5;3.1;2.8;3.4;0.3;-2.6;3.1;-0.5;-2.6;1.6;-1.0;-3.2;1.2;0.1;-2.4;2.7;0.8;-1.7;3.2;2.5;-6.0;11.1;0.2;-1.1;1.6;0.3;-1.0;1.6;0.2;-1.0;1.3;0.1;-1.5;1.7
179;007HO17593;Betzold;3422;1043;HOBRAC6735A204228;8;1193;2246;-286;378;283;-27;593;2834;3.98;-95;99.9;97.8;81.1;0.0;19.2;63.8;;A2A2xA1A2=50%A2A2;BBxAB=50%BB;2;1011.8;-749.6;2773.3;38.9;-28.4;106.2;30.5;-17.5;78.5;2.9;2.6;3.2;-0.0;-2.9;2.8;-0.6;-2.6;1.5;-2.7;-4.8;-0.5;-1.0;-3.6;1.5;0.5;-2.0;2.9;2.6;-5.9;11.1;0.1;-1.2;1.5;-0.3;-1.6;1.0;0.0;-1.2;1.2;0.4;-1.2;2.0
180;007HO17537;Shimmy;3247;815;HOBRAC6735A204239;19;1112;2071;-272;272;176;-134;486;2659;3.98;-95;99.5;90.9;58.1;0.0;66.2;63.8;;xA2A2;xBB;0;1053.8;-707.6;2815.3;5.9;-61.4;73.2;21.5;-26.5;69.5;3.0;2.7;3.3;0.3;-2.6;3.1;-1.0;-3.1;1.1;-1.0;-3.1;1.2;0.2;-2.3;2.8;0.4;-2.0;2.8;1.6;-7.0;10.1;-0.2;-1.6;1.1;-0.2;-1.5;1.1;-0.2;-1.4;0.9;-0.4;-2.0;1.3
181;007HO17697;POwered;3337;1026;HOBRAC6735A204223;3;1115;1814;-509;258;163;-147;473;2576;3.98;-95;99.4;89.5;54.9;0.0;70.8;63.7;;xA2A2;xAA;0;404.3;-1357.1;2165.8;16.9;-50.4;84.2;7.5;-40.5;55.5;3.0;2.7;3.3;0.4;-2.5;3.2;1.1;-1.0;3.1;-0.3;-2.5;1.9;0.9;-1.6;3.5;-0.9;-3.3;1.5;0.1;-8.4;8.6;-0.2;-1.6;1.2;-0.9;-2.2;0.4;-0.7;-1.9;0.5;0.0;-1.6;1.7
182;007HO17697;POwered;3337;1026;HOBRAC6735A204263;43;1122;2027;-419;304;208;-102;518;2682;3.98;-95;99.7;93.8;65.8;0.0;57.1;63.6;;xA1A2;xBB;0;1056.8;-704.6;2818.3;21.9;-45.4;89.2;22.0;-26.0;70.0;3.1;2.8;3.4;-0.1;-2.9;2.7;-0.5;-2.6;1.6;-1.9;-4.1;0.3;-0.3;-2.9;2.3;0.3;-2.1;2.7;0.5;-8.0;9.0;-0.3;-1.7;1.1;-0.2;-1.5;1.1;-0.6;-1.8;0.5;-0.4;-2.0;1.2
183;007HO17220;Rosemary;3323;879;HOBRAC6735A204228;8;1193;2246;-286;296;201;-109;511;2784;3.98;-95;99.7;93.3;64.2;0.0;56.7;63.6;;xA1A2;xAB;0;550.8;-1210.6;2312.3;34.4;-32.9;101.7;23.5;-24.5;71.5;2.9;2.6;3.2;0.3;-2.6;3.1;0.2;-1.9;2.3;-2.2;-4.3;0.0;-0.9;-3.5;1.7;0.2;-2.3;2.6;1.0;-7.5;9.5;0.8;-0.6;2.2;-0.0;-1.3;1.3;-0.1;-1.2;1.1;0.7;-0.9;2.4
184;007HO17697;POwered;3337;1026;HOBRAC6735A204222;2;1106;1985;-413;306;211;-99;521;2661;3.98;-95;99.8;94.1;66.5;0.0;56.2;63.5;;xA1A2;xBE;0;280.8;-1480.6;2042.3;22.4;-44.9;89.7;13.0;-35.0;61.0;3.0;2.7;3.3;-0.0;-2.9;2.8;0.7;-1.4;2.8;-1.5;-3.7;0.7;-0.5;-3.1;2.1;-0.5;-2.9;1.9;-1.6;-10.1;7.0;0.3;-1.1;1.7;-0.2;-1.5;1.1;-0.2;-1.4;0.9;-0.6;-2.2;1.0
185;007HO17697;POwered;3337;1026;HOBRAC6735A204259;39;1117;1712;-478;274;179;-131;489;2524;3.98;-95;99.5;91.2;58.7;0.0;65.6;63.4;;xA1A2;xBB;0;200.8;-1560.6;1962.3;14.4;-52.9;81.7;8.0;-40.0;56.0;3.0;2.7;3.3;0.5;-2.4;3.3;1.2;-0.9;3.3;-0.2;-2.3;2.0;1.1;-1.5;3.6;-0.6;-3.1;1.8;-0.7;-9.2;7.8;-0.1;-1.4;1.3;-1.4;-2.7;-0.1;-1.0;-2.1;0.2;-0.5;-2.1;1.1
186;007HO17220;Rosemary;3323;879;HOBRAC6735A204255;35;1180;1898;-362;258;163;-147;473;2610;3.98;-95;99.4;89.5;54.9;0.0;67.7;63.4;;xA1A2;xAE;0;291.8;-1469.6;2053.3;10.4;-56.9;77.7;8.0;-40.0;56.0;3.0;2.7;3.3;0.7;-2.1;3.5;1.9;-0.2;3.9;-0.1;-2.3;2.1;1.5;-1.1;4.0;1.0;-1.4;3.4;-0.2;-8.7;8.3;0.1;-1.3;1.5;-0.6;-1.9;0.7;-0.6;-1.7;0.6;-0.4;-2.0;1.2
187;007HO17686;Commander;3457;1141;HOBRAC6735A204263;43;1122;2027;-419;361;266;-44;576;2742;3.98;-95;99.9;97.2;78.0;0.0;21.3;63.3;;A2A2xA1A2=50%A2A2;AAxBB=100%AB;2;1206.8;-554.6;2968.3;35.4;-31.9;102.7;33.0;-15.0;81.0;3.2;2.9;3.5;-0.7;-3.5;2.1;-1.7;-3.8;0.4;-2.5;-4.7;-0.3;-0.8;-3.4;1.8;0.6;-1.8;3.1;-0.1;-8.7;8.4;-0.2;-1.6;1.2;-0.2;-1.5;1.1;-0.4;-1.5;0.8;-0.8;-2.4;0.8
188;522HO04563;Hendricks;3062;488;HOBRAC6735A204245;25;1091;2172;-131;178;83;-227;393;2617;3.98;-95;97.8;77.3;35.1;0.0;59.7;63.3;;A2A2xA2A2=100%A2A2;ABxAB;3;950.3;-811.1;2711.8;-4.6;-71.9;62.7;17.0;-31.0;65.0;3.0;2.7;3.3;0.7;-2.2;3.5;-0.5;-2.6;1.6;-1.2;-3.3;1.0;-0.1;-2.7;2.4;-1.1;-3.6;1.3;1.0;-7.5;9.5;0.1;-1.3;1.4;0.4;-0.9;1.7;-0.4;-1.5;0.8;-0.3;-2.0;1.3
189;522HO04563;Hendricks;3062;488;HOBRAC6735A204262;42;1116;2188;-118;185;90;-220;400;2625;3.98;-95;98.0;78.5;36.6;0.0;57.5;63.3;;A2A2xA2A2=100%A2A2;ABxAB;3;103.8;-1657.6;1865.3;11.4;-55.9;78.7;14.0;-34.0;62.0;2.9;2.7;3.2;-0.0;-2.9;2.8;-0.2;-2.3;1.9;-1.0;-3.2;1.2;0.1;-2.5;2.7;-1.1;-3.5;1.3;0.4;-8.1;9.0;-0.2;-1.5;1.2;0.0;-1.3;1.3;-0.7;-1.9;0.5;-0.2;-1.8;1.4
190;007HO17686;Commander;3457;1141;HOBRAC6735A204237;17;1097;1477;-739;201;106;-204;416;2467;3.98;-95;98.4;81.4;40.5;0.0;54.5;63.1;;A2A2xA2A2=100%A2A2;AAxAA;3;-142.2;-1903.6;1619.3;26.9;-40.4;94.2;9.0;-39.0;57.0;3.2;2.9;3.5;-1.1;-3.9;1.7;0.0;-2.0;2.1;-0.9;-3.0;1.3;0.2;-2.4;2.7;-1.3;-3.7;1.1;-1.6;-10.2;6.9;-0.2;-1.6;1.2;-1.6;-2.9;-0.3;-0.7;-1.9;0.4;-0.7;-2.3;1.0
191;007HO17537;Shimmy;3247;815;HOBRAC6735A204232;12;1089;2056;-286;264;169;-141;479;2652;3.98;-95;99.5;90.2;56.4;0.0;62.9;63.0;;xA2A2;xAB;0;639.3;-1122.1;2400.8;7.9;-59.4;75.2;17.0;-31.0;65.0;3.0;2.7;3.3;0.4;-2.4;3.2;0.2;-1.9;2.3;-0.7;-2.8;1.5;0.6;-2.0;3.2;0.9;-1.5;3.4;2.1;-6.4;10.6;-0.1;-1.5;1.3;-0.5;-1.8;0.8;-0.1;-1.3;1.0;-0.3;-2.0;1.3
192;007HO17686;Commander;3457;1141;HOBRAC6735A204257;37;1175;1558;-531;305;210;-100;520;2508;3.98;-95;99.7;93.9;66.1;0.0;55.0;62.9;;A2A2xNoCall;AAxAB;0;269.8;-1491.6;2031.3;26.9;-40.4;94.2;17.5;-30.5;65.5;3.1;2.8;3.4;-0.6;-3.4;2.2;0.5;-1.6;2.6;-1.4;-3.5;0.8;-0.3;-2.9;2.2;-1.3;-3.7;1.1;-1.2;-9.8;7.3;-0.2;-1.6;1.2;-1.8;-3.1;-0.5;-1.0;-2.1;0.2;-1.1;-2.7;0.5
193;007HO17220;Rosemary;3323;879;HOBRAC6735A204230;10;1105;2139;-430;224;129;-181;439;2731;3.98;-95;98.9;85.1;46.3;0.0;71.0;62.8;;xA2A2;xAB;0;598.8;-1162.6;2360.3;14.9;-52.4;82.2;13.0;-35.0;61.0;2.9;2.6;3.2;0.6;-2.3;3.4;-0.2;-2.3;1.9;-0.5;-2.7;1.7;1.1;-1.4;3.7;0.6;-1.8;3.0;2.1;-6.4;10.6;1.1;-0.3;2.4;0.5;-0.8;1.8;-0.1;-1.3;1.0;0.7;-0.9;2.3
194;007HO17593;Betzold;3422;1043;HOBRAC6735A204257;37;1175;1558;-531;256;161;-149;471;2490;3.98;-95;99.4;89.2;54.2;0.0;56.9;62.8;;A2A2xNoCall;BBxAB=50%BB;1;333.8;-1427.6;2095.3;10.9;-56.4;78.2;12.0;-36.0;60.0;3.0;2.7;3.3;-0.4;-3.2;2.4;1.6;-0.5;3.6;-0.9;-3.1;1.3;0.2;-2.4;2.8;-0.8;-3.2;1.6;-0.1;-8.6;8.4;-0.6;-2.0;0.8;-1.7;-3.0;-0.4;-1.0;-2.1;0.2;-0.9;-2.5;0.8
195;007HO17593;Betzold;3422;1043;HOBRAC6735A204237;17;1097;1477;-739;152;57;-253;367;2450;3.98;-95;96.7;72.0;29.1;0.0;56.5;62.6;;A2A2xA2A2=100%A2A2;BBxAA=100%AB;4;-78.2;-1839.6;1683.3;10.9;-56.4;78.2;3.5;-44.5;51.5;3.0;2.8;3.3;-0.9;-3.7;1.9;1.1;-1.0;3.2;-0.4;-2.6;1.8;0.7;-1.9;3.3;-0.8;-3.2;1.6;-0.5;-9.0;8.0;-0.6;-2.0;0.8;-1.5;-2.8;-0.2;-0.7;-1.9;0.4;-0.5;-2.1;1.2
